Date,Open,High,Low,Close,Adj Close,Volume
2017-07-31,421.000000,488.799988,218.389999,439.269989,439.269989,1364069
2017-08-01,439.269989,974.710022,362.019989,551.590027,551.590027,44939867
2017-08-02,551.590027,635.729980,381.079987,405.920013,405.920013,39430900
2017-08-03,405.920013,414.380005,252.570007,253.130005,253.130005,39012988
2017-08-04,253.130005,294.839996,206.639999,220.300003,220.300003,26697590
2017-08-05,220.300003,241.869995,210.130005,241.869995,241.869995,19175891
2017-08-06,241.869995,411.559998,239.470001,322.600006,322.600006,89374025
2017-08-07,322.600006,388.339996,310.510010,343.429993,343.429993,65405748
2017-08-08,343.429993,349.929993,289.739990,301.170013,301.170013,31524578
2017-08-09,301.170013,312.529999,268.440002,274.480011,274.480011,26331114
2017-08-10,274.480011,352.529999,271.459991,326.260010,326.260010,37100135
2017-08-11,326.260010,344.589996,311.040009,316.000000,316.000000,13359671
2017-08-12,316.000000,317.690002,293.929993,295.149994,295.149994,13655828
2017-08-13,295.149994,329.769989,291.250000,300.029999,300.029999,19118045
2017-08-14,300.029999,307.420013,290.019989,297.359985,297.359985,11537495
2017-08-15,297.359985,309.359985,285.480011,299.679993,299.679993,10407736
2017-08-16,299.679993,449.750000,292.399994,445.190002,445.190002,72997662
2017-08-17,445.190002,777.539978,437.809998,689.830017,689.830017,350422575
2017-08-18,689.830017,965.479980,604.030029,738.539978,738.539978,382644710
2017-08-19,738.539978,849.159973,677.960022,719.270020,719.270020,176097781
2017-08-20,719.270020,749.650024,557.919983,605.219971,605.219971,137835348
2017-08-21,605.219971,734.159973,566.859985,684.599976,684.599976,127212595
2017-08-22,684.599976,710.849976,651.320007,674.080017,674.080017,44395029
2017-08-23,674.080017,701.109985,601.599976,619.830017,619.830017,47944401
2017-08-24,619.830017,664.739990,615.090027,632.479980,632.479980,32464569
2017-08-25,632.479980,638.559998,612.250000,621.429993,621.429993,18170375
2017-08-26,621.429993,651.880005,581.679993,616.289978,616.289978,40956416
2017-08-27,616.289978,626.640015,581.809998,591.109985,591.109985,19001371
2017-08-28,591.109985,596.559998,524.320007,544.739990,544.739990,43470346
2017-08-29,544.739990,613.179993,529.640015,580.340027,580.340027,47761724
2017-08-30,580.340027,609.229980,570.500000,592.590027,592.590027,27937832
2017-08-31,592.590027,653.559998,586.630005,628.729980,628.729980,37807706
2017-09-01,628.729980,645.799988,560.979980,572.650024,572.650024,36984224
2017-09-02,572.650024,622.729980,559.219971,609.849976,609.849976,27470981
2017-09-03,609.849976,611.500000,496.839996,519.299988,519.299988,39354607
2017-09-04,519.299988,560.219971,472.510010,546.739990,546.739990,30106018
2017-09-05,546.739990,657.299988,539.130005,647.640015,647.640015,54825116
2017-09-06,647.640015,718.919983,604.320007,667.559998,667.559998,70423045
2017-09-07,667.559998,698.489990,573.090027,605.659973,605.659973,65565655
2017-09-08,605.659973,610.280029,565.570007,586.239990,586.239990,24260056
2017-09-09,586.239990,586.809998,524.979980,556.900024,556.900024,27588948
2017-09-10,556.900024,590.169983,550.099976,556.020020,556.020020,19801627
2017-09-11,556.020020,577.619995,530.070007,536.960022,536.960022,22082978
2017-09-12,536.960022,538.979980,471.079987,506.489990,506.489990,35647701
2017-09-13,506.489990,515.580017,385.450012,386.489990,386.489990,43447407
2017-09-14,386.489990,454.209991,301.549988,428.880005,428.880005,81380795
2017-09-15,428.880005,470.700012,411.529999,443.209991,443.209991,35057627
2017-09-16,443.209991,450.880005,407.809998,439.070007,439.070007,16667495
2017-09-17,439.070007,492.489990,438.380005,486.029999,486.029999,33211175
2017-09-18,486.029999,548.130005,454.769989,530.599976,530.599976,50064941
2017-09-19,530.599976,530.640015,475.320007,477.250000,477.250000,49416655
2017-09-20,477.250000,484.720001,413.799988,416.130005,416.130005,34350076
2017-09-21,416.130005,434.170013,395.089996,409.630005,409.630005,26731878
2017-09-22,409.630005,436.140015,403.329987,430.309998,430.309998,15542354
2017-09-23,430.309998,434.339996,416.619995,421.190002,421.190002,14388923
2017-09-24,421.190002,458.179993,420.140015,450.850006,450.850006,23480486
2017-09-25,450.850006,463.549988,448.950012,449.559998,449.559998,14765728
2017-09-26,449.559998,468.640015,439.899994,464.140015,464.140015,30195113
2017-09-27,464.140015,481.589996,442.149994,458.149994,458.149994,34380897
2017-09-28,458.149994,459.630005,430.440002,440.549988,440.549988,21350204
2017-09-29,440.549988,454.850006,433.769989,435.950012,435.950012,24220359
2017-09-30,435.950012,440.559998,417.100006,418.049988,418.049988,24068045
2017-10-01,418.049988,432.220001,410.320007,419.679993,419.679993,30198291
2017-10-02,419.679993,420.690002,393.029999,401.410004,401.410004,17248218
2017-10-03,401.410004,403.220001,351.299988,355.750000,355.750000,46419226
2017-10-04,355.750000,368.140015,343.720001,354.399994,354.399994,38188747
2017-10-05,354.399994,374.540009,352.910004,363.220001,363.220001,19726320
2017-10-06,363.220001,368.170013,354.209991,359.809998,359.809998,11726397
2017-10-07,359.809998,363.790009,335.700012,343.519989,343.519989,22147895
2017-10-08,343.519989,343.950012,282.179993,312.429993,312.429993,42738393
2017-10-09,312.429993,350.109985,304.519989,317.190002,317.190002,40789265
2017-10-10,317.190002,320.540009,309.230011,314.209991,314.209991,19338916
2017-10-11,314.209991,331.109985,306.250000,310.559998,310.559998,32051057
2017-10-12,310.559998,324.320007,291.980011,320.109985,320.109985,36812373
2017-10-13,320.109985,327.540009,314.649994,321.670013,321.670013,21544074
2017-10-14,321.670013,323.380005,307.609985,314.100006,314.100006,11896226
2017-10-15,314.049988,317.850006,310.070007,313.940002,313.940002,8702010
2017-10-16,313.989990,399.859985,308.230011,367.839996,367.839996,88485919
2017-10-17,367.940002,374.160004,305.959991,338.720001,338.720001,40142126
2017-10-18,338.769989,339.000000,323.809998,329.660004,329.660004,17971549
2017-10-19,329.600006,333.910004,320.670013,326.029999,326.029999,14375667
2017-10-20,326.149994,329.130005,313.130005,322.119995,322.119995,10098593
2017-10-21,321.940002,358.269989,318.359985,325.880005,325.880005,31515652
2017-10-22,324.880005,329.970001,300.260010,312.049988,312.049988,20958214
2017-10-23,312.049988,337.420013,303.730011,322.279999,322.279999,25115720
2017-10-24,322.720001,331.410004,315.279999,329.470001,329.470001,11348229
2017-10-25,329.309998,350.730011,325.660004,335.679993,335.679993,23659411
2017-10-26,335.750000,373.459991,335.630005,363.839996,363.839996,45524489
2017-10-27,363.820007,420.869995,363.130005,417.220001,417.220001,67773673
2017-10-28,416.769989,523.080017,400.410004,451.910004,451.910004,259090603
2017-10-30,451.910004,482.579987,416.059998,444.929993,444.929993,87034115
2017-10-31,444.929993,456.299988,426.299988,435.480011,435.480011,43638797
2017-11-01,435.480011,546.109985,434.450012,529.880005,529.880005,122331291
2017-11-02,530.239990,593.679993,492.390015,562.789978,562.789978,170606048
2017-11-03,563.210022,686.210022,558.530029,626.039978,626.039978,212978833
2017-11-04,626.020020,641.549988,563.070007,614.260010,614.260010,136414146
2017-11-05,614.260010,637.289978,570.830017,625.719971,625.719971,88707513
2017-11-06,625.719971,656.750000,588.179993,588.679993,588.679993,99875447
2017-11-07,588.549988,617.440002,584.380005,603.260010,603.260010,43387451
2017-11-08,603.169983,644.200012,522.789978,617.409973,617.409973,129168410
2017-11-09,617.000000,675.390015,612.320007,650.090027,650.090027,88271349
2017-11-10,650.090027,1029.270020,647.390015,995.400024,995.400024,562027429
2017-11-11,989.869995,1414.140015,897.919983,1325.560059,1325.560059,404695851
2017-11-12,1325.560059,2694.370117,1187.010010,1374.390015,1374.390015,877406443
2017-11-13,1369.500000,1515.469971,1012.219971,1346.959961,1346.959961,361634817
2017-11-14,1346.959961,1374.760010,1186.560059,1251.630005,1251.630005,165309100
2017-11-15,1251.619995,1318.800049,1164.949951,1187.030029,1187.030029,135275562
2017-11-16,1185.839966,1193.400024,873.440002,896.510010,896.510010,203434765
2017-11-17,897.760010,1209.410034,856.950012,1175.540039,1175.540039,246137619
2017-11-18,1177.050049,1371.180054,1174.859985,1243.859985,1243.859985,237178090
2017-11-19,1242.890015,1257.170044,1132.280029,1176.660034,1176.660034,114092155
2017-11-20,1177.069946,1252.750000,1170.819946,1245.280029,1245.280029,75604482
2017-11-21,1245.280029,1247.729980,1146.250000,1169.900024,1169.900024,87834756
2017-11-22,1169.900024,1346.060059,1164.300049,1298.619995,1298.619995,135737842
2017-11-23,1297.829956,1663.300049,1293.660034,1662.209961,1662.209961,301664725
2017-11-24,1662.400024,1765.760010,1529.130005,1625.050049,1625.050049,265161800
2017-11-25,1625.050049,1635.900024,1517.640015,1546.219971,1546.219971,168521398
2017-11-26,1546.459961,1729.000000,1528.689941,1719.359985,1719.359985,73523501
2017-11-27,1718.729980,1720.270020,1557.310059,1587.660034,1587.660034,162585449
2017-11-28,1587.579956,1592.390015,1469.099976,1481.930054,1481.930054,149808661
2017-11-29,1481.920044,1627.859985,1277.589966,1333.150024,1333.150024,262656502
2017-11-30,1333.520020,1415.750000,1174.839966,1318.420044,1318.420044,150181384
2017-12-01,1318.420044,1451.119995,1243.500000,1426.500000,1426.500000,128160246
2017-12-02,1426.569946,1464.770020,1371.130005,1390.579956,1390.579956,65529684
2017-12-03,1390.920044,1621.910034,1378.469971,1511.459961,1511.459961,170307885
2017-12-04,1511.369995,1543.780029,1438.560059,1540.699951,1540.699951,91600694
2017-12-05,1540.640015,1581.800049,1410.560059,1421.420044,1421.420044,113943413
2017-12-06,1421.410034,1461.219971,1309.530029,1349.750000,1349.750000,129572220
2017-12-07,1349.739990,1363.089966,1217.380005,1230.000000,1230.000000,156825923
2017-12-08,1229.900024,1560.709961,1137.420044,1383.300049,1383.300049,281476871
2017-12-09,1383.329956,1466.479980,1305.280029,1369.359985,1369.359985,116894421
2017-12-10,1369.530029,1369.530029,1186.479980,1289.780029,1289.780029,103219889
2017-12-11,1289.420044,1429.020020,1288.390015,1402.180054,1402.180054,96857495
2017-12-12,1402.349976,1601.280029,1330.780029,1543.449951,1543.449951,162733015
2017-12-13,1544.920044,1664.790039,1444.099976,1572.910034,1572.910034,194831180
2017-12-14,1572.910034,2053.260010,1561.300049,1933.270020,1933.270020,409667501
2017-12-15,1933.270020,1939.790039,1630.619995,1795.310059,1795.310059,191047439
2017-12-16,1797.030029,1864.869995,1733.979980,1773.750000,1773.750000,110491376
2017-12-17,1773.750000,1904.010010,1773.099976,1827.410034,1827.410034,110593944
2017-12-18,1827.410034,2311.360107,1750.390015,2146.790039,2146.790039,418792732
2017-12-19,2146.459961,2827.389893,2075.479980,2670.969971,2670.969971,651099368
2017-12-20,2670.969971,4112.390137,2665.550049,3715.909912,3715.909912,1915071070
2017-12-21,3715.909912,3717.550049,2857.300049,3084.090088,3084.090088,787854447
2017-12-22,3084.090088,3163.969971,1716.839966,2521.459961,2521.459961,959174529
2017-12-23,2521.449951,3249.320068,2466.889893,2991.570068,2991.570068,562467930
2017-12-24,2991.580078,2997.030029,2463.149902,2797.919922,2797.919922,439830450
2017-12-25,2797.919922,2883.550049,2600.419922,2739.939941,2739.939941,187864797
2017-12-26,2739.939941,2929.030029,2720.989990,2921.840088,2921.840088,182771250
2017-12-27,2921.889893,2924.469971,2568.850098,2710.639893,2710.639893,161281901
2017-12-28,2710.639893,2727.030029,2291.939941,2484.959961,2484.959961,193654890
2017-12-29,2486.540039,2884.959961,2311.239990,2619.320068,2619.320068,279681307
2017-12-30,2622.419922,2634.360107,2103.909912,2209.959961,2209.959961,221420859
2017-12-31,2210.179932,2485.770020,2165.120117,2371.830078,2371.830078,131177357
2018-01-01,2371.830078,2413.010010,2258.290039,2319.120117,2319.120117,80872345
2018-01-02,2319.120117,2719.879883,2314.120117,2555.489990,2555.489990,213749238
2018-01-03,2555.489990,2776.560059,2517.540039,2557.520020,2557.520020,170977759
2018-01-04,2556.370117,2558.899902,2315.699951,2355.780029,2355.780029,167327220
2018-01-05,2355.679932,2523.510010,2306.489990,2390.040039,2390.040039,188339076
2018-01-06,2390.040039,2639.550049,2326.080078,2533.239990,2533.239990,189153648
2018-01-07,2533.239990,2760.350098,2492.919922,2530.439941,2530.439941,203905526
2018-01-08,2530.500000,2572.129883,2207.350098,2404.739990,2404.739990,173810008
2018-01-09,2404.739990,2489.580078,2319.189941,2376.679932,2376.679932,118646869
2018-01-10,2376.679932,2944.889893,2291.939941,2856.929932,2856.929932,428980394
2018-01-11,2856.939941,2952.679932,2341.770020,2437.919922,2437.919922,370363445
2018-01-12,2437.919922,2628.149902,2372.669922,2596.199951,2596.199951,147982320
2018-01-13,2596.209961,2869.379883,2561.699951,2664.899902,2664.899902,183442789
2018-01-14,2664.979980,2728.550049,2441.030029,2530.209961,2530.209961,114182801
2018-01-15,2530.590088,2558.330078,2352.100098,2394.050049,2394.050049,124413534
2018-01-16,2394.020020,2411.969971,1525.130005,1761.609985,1761.609985,413640550
2018-01-17,1760.949951,1903.530029,1342.050049,1748.800049,1748.800049,275433374
2018-01-18,1748.800049,1881.060059,1681.819946,1708.869995,1708.869995,138733377
2018-01-19,1708.869995,1853.189941,1693.939941,1756.719971,1756.719971,82814184
2018-01-20,1756.719971,2114.149902,1753.949951,2024.319946,2024.319946,150204592
2018-01-21,2024.319946,2025.180054,1709.250000,1772.369995,1772.369995,116810397
2018-01-22,1772.369995,1805.849976,1509.890015,1606.050049,1606.050049,111361124
2018-01-23,1606.050049,1692.619995,1490.349976,1614.459961,1614.459961,88416102
2018-01-24,1614.459961,1676.530029,1558.920044,1653.459961,1653.459961,63619330
2018-01-25,1653.459961,1699.849976,1601.020020,1632.109985,1632.109985,51824161
2018-01-26,1631.959961,1672.500000,1485.560059,1594.670044,1594.670044,82441054
2018-01-27,1594.670044,1664.050049,1559.979980,1632.079956,1632.079956,49189009
2018-01-28,1632.079956,1755.530029,1631.939941,1742.540039,1742.540039,98711706
2018-01-29,1742.540039,1753.530029,1630.339966,1650.359985,1650.359985,49086467
2018-01-30,1650.329956,1653.400024,1451.790039,1462.989990,1462.989990,87724135
2018-01-31,1462.939941,1519.810059,1397.979980,1487.180054,1487.180054,71084957
2018-02-01,1487.180054,1497.560059,1205.349976,1267.989990,1267.989990,109869806
2018-02-02,1267.989990,1269.810059,968.679993,1192.130005,1192.130005,143714769
2018-02-03,1192.130005,1318.520020,1066.829956,1273.079956,1273.079956,66300292
2018-02-04,1273.329956,1289.479980,1091.239990,1158.569946,1158.569946,66945106
2018-02-05,1158.630005,1175.170044,827.380005,884.000000,884.000000,106539840
2018-02-06,884.280029,977.590027,758.429993,966.789978,966.789978,148384673
2018-02-07,966.869995,1035.920044,896.520020,954.340027,954.340027,79923338
2018-02-08,954.809998,1355.150024,947.530029,1280.550049,1280.550049,214474236
2018-02-09,1280.550049,1338.290039,1191.770020,1299.969971,1299.969971,114267322
2018-02-10,1299.969971,1381.630005,1198.680054,1240.619995,1240.619995,93963908
2018-02-11,1240.540039,1298.300049,1188.469971,1210.989990,1210.989990,67332282
2018-02-12,1211.030029,1293.050049,1208.890015,1282.630005,1282.630005,40345803
2018-02-13,1282.050049,1285.270020,1200.310059,1220.890015,1220.890015,44591425
2018-02-14,1220.750000,1376.410034,1220.510010,1353.180054,1353.180054,79707919
2018-02-15,1353.189941,1392.660034,1310.219971,1359.469971,1359.469971,82442472
2018-02-16,1359.469971,1547.530029,1355.449951,1530.439941,1530.439941,138109049
2018-02-17,1530.420044,1553.420044,1502.280029,1543.209961,1543.209961,63990375
2018-02-18,1543.209961,1635.599976,1395.589966,1453.369995,1453.369995,114117616
2018-02-19,1453.199951,1543.780029,1452.280029,1521.920044,1521.920044,53611463
2018-02-20,1521.880005,1553.989990,1382.589966,1393.770020,1393.770020,88749089
2018-02-21,1393.760010,1407.459961,1269.280029,1287.060059,1287.060059,103151392
2018-02-22,1287.030029,1341.780029,1178.290039,1210.000000,1210.000000,68674973
2018-02-23,1209.979980,1314.099976,1148.949951,1256.520020,1256.520020,68204427
2018-02-24,1256.729980,1299.760010,1136.359985,1182.030029,1182.030029,50410015
2018-02-25,1182.030029,1203.520020,1137.119995,1172.579956,1172.579956,35860331
2018-02-26,1172.579956,1271.040039,1142.920044,1244.420044,1244.420044,52096798
2018-02-27,1244.420044,1295.459961,1218.790039,1234.199951,1234.199951,43526909
2018-02-28,1234.170044,1275.660034,1198.750000,1200.329956,1200.329956,36633612
2018-03-01,1200.329956,1303.119995,1189.699951,1285.010010,1285.010010,49698398
2018-03-02,1284.900024,1303.380005,1254.939941,1276.640015,1276.640015,34180148
2018-03-03,1276.640015,1298.189941,1258.199951,1272.260010,1272.260010,23806066
2018-03-04,1272.260010,1291.250000,1224.250000,1285.239990,1285.239990,24322755
2018-03-05,1285.239990,1291.839966,1265.930054,1266.930054,1266.930054,21796123
2018-03-06,1266.930054,1266.930054,1176.579956,1207.430054,1207.430054,34034339
2018-03-07,1207.489990,1223.500000,1039.560059,1095.910034,1095.910034,61717752
2018-03-08,1095.209961,1116.180054,997.270020,1033.959961,1033.959961,54449069
2018-03-09,1033.959961,1076.209961,926.690002,1065.689941,1065.689941,74990482
2018-03-10,1065.689941,1089.160034,990.530029,1003.780029,1003.780029,36509623
2018-03-11,1003.780029,1157.260010,969.390015,1138.839966,1138.839966,63353716
2018-03-12,1138.839966,1150.219971,1012.059998,1051.060059,1051.060059,56197766
2018-03-13,1051.060059,1099.829956,994.609985,1053.550049,1053.550049,73859997
2018-03-14,1053.719971,1072.380005,918.409973,950.280029,950.280029,45006196
2018-03-15,950.280029,955.700012,874.630005,939.679993,939.679993,46027181
2018-03-16,939.679993,1063.180054,897.780029,972.369995,972.369995,67652711
2018-03-17,972.280029,1030.739990,929.369995,948.929993,948.929993,43519077
2018-03-18,949.450012,952.289978,848.580017,936.270020,936.270020,54591156
2018-03-19,936.280029,1000.070007,912.280029,994.669983,994.669983,58729088
2018-03-20,994.359985,1074.069946,953.380005,1062.819946,1062.819946,65725834
2018-03-21,1062.819946,1084.510010,1009.369995,1031.780029,1031.780029,41647329
2018-03-22,1031.750000,1065.189941,987.440002,1015.190002,1015.190002,38596693
2018-03-23,1015.190002,1030.619995,963.719971,1029.739990,1029.739990,32361593
2018-03-24,1029.650024,1036.050049,974.489990,975.940002,975.940002,22789755
2018-03-25,975.940002,994.000000,969.630005,975.380005,975.380005,19901849
2018-03-25,975.380005,980.099976,886.179993,913.739990,913.739990,32326463
2018-03-26,913.739990,928.650024,873.729980,877.690002,877.690002,31192960
2018-03-27,877.690002,897.940002,850.869995,861.179993,861.179993,28131311
2018-03-28,861.159973,869.289978,696.549988,711.130005,711.130005,84465419
2018-03-29,711.130005,772.109985,675.109985,696.929993,696.929993,66701444
2018-03-30,696.979980,737.710022,681.710022,685.469971,685.469971,31372272
2018-03-31,685.469971,700.690002,627.080017,644.250000,644.250000,42473944
2018-04-01,644.099976,687.900024,639.400024,663.979980,663.979980,25140139
2018-04-02,663.979980,724.900024,660.280029,710.130005,710.130005,29654275
2018-04-03,710.130005,711.429993,638.390015,651.520020,651.520020,37251371
2018-04-04,651.530029,659.229980,620.700012,644.099976,644.099976,24056410
2018-04-05,644.099976,648.760010,604.020020,610.890015,610.890015,25194290
2018-04-06,610.900024,657.270020,610.690002,642.650024,642.650024,21177510
2018-04-07,642.650024,663.030029,640.359985,657.440002,657.440002,11811319
2018-04-08,657.440002,685.239990,627.010010,638.729980,638.729980,21427207
2018-04-09,638.729980,660.340027,627.020020,652.580017,652.580017,14140291
2018-04-10,652.780029,671.169983,651.599976,670.059998,670.059998,20148758
2018-04-11,670.059998,740.820007,658.669983,737.840027,737.840027,59525564
2018-04-12,737.840027,786.150024,722.809998,743.270020,743.270020,50554153
2018-04-13,743.270020,762.169983,720.369995,739.159973,739.159973,20328761
2018-04-14,739.159973,788.450012,739.159973,782.049988,782.049988,25358793
2018-04-15,782.049988,800.780029,745.049988,769.809998,769.809998,34201319
2018-04-16,769.809998,789.710022,755.330017,759.770020,759.770020,25887561
2018-04-17,759.770020,901.330017,758.719971,895.450012,895.450012,73810458
2018-04-18,895.679993,984.530029,879.900024,966.630005,966.630005,81766110
2018-04-19,966.630005,1151.300049,943.090027,1124.670044,1124.670044,154352797
2018-04-20,1125.290039,1188.670044,1017.599976,1154.449951,1154.449951,154795305
